ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,NIVEL_SOCIO_ECONOMICO,NU_MATRICULADOS_CENSO_9EF,reprovacao,carro,superior,porc_sexo_masc,porc_cor_prePar,ano
61125543,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61125542,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61125541,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132980,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129665,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129664,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132384,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132383,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132382,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132381,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132380,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132379,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132378,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132377,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132376,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132375,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133128,3,1,Médio,95,0.1702127659574468,0.32989690721649484,0.0425531914893617,0.4948453608247423,0.6666666666666666,2015
61132918,3,1,Médio Baixo,56,0.23214285714285715,0.1724137931034483,0.03508771929824561,0.46551724137931033,0.631578947368421,2015
61132775,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132773,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132772,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132770,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129918,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129917,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129910,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129909,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133285,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133284,3,2,Médio,23,0.09523809523809523,0.2727272727272727,0.14285714285714285,0.45454545454545453,0.5454545454545454,2015
61133132,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133131,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132993,3,2,Médio Baixo,28,0.24,0.12,0,0.4,0.76,2015
61132854,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132702,3,1,Médio Baixo,NA,NA,NA,NA,NA,NA,2015
61129929,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129928,3,2,Médio Baixo,29,0.35714285714285715,0.32142857142857145,0,0.5,0.6428571428571429,2015
61129927,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129926,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129925,3,2,Baixo,30,0.26666666666666666,0.16666666666666666,0.10714285714285714,0.4666666666666667,0.7666666666666667,2015
61129924,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129923,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129922,3,2,Médio Baixo,27,0.18518518518518517,0.17857142857142858,0.07407407407407407,0.5925925925925926,0.75,2015
61129921,3,2,Médio Baixo,34,0.17647058823529413,0.2571428571428571,0.08823529411764706,0.45454545454545453,0.7714285714285715,2015
61129920,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132718,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132139,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132136,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132134,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132132,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132131,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132130,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132129,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132128,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132127,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132126,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132125,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132124,3,2,Baixo,NA,NA,NA,NA,NA,NA,2015
61132123,3,2,Baixo,29,0.14285714285714285,0.07407407407407407,0.037037037037037035,0.42857142857142855,0.5714285714285714,2015
61130151,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61130150,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61130149,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61130148,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61130147,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61130146,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61130145,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61130144,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61130143,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132147,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132146,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132145,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132144,3,1,Baixo,NA,NA,NA,NA,NA,NA,2015
61132142,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132855,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132690,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132389,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132388,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132387,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132386,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132385,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129841,3,1,Médio Baixo,23,0.13636363636363635,0.21739130434782608,0.045454545454545456,0.36363636363636365,0.4090909090909091,2015
61129840,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129838,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129837,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129835,3,1,Baixo,61,0.22950819672131148,0.14754098360655737,0.06451612903225806,0.5,0.7258064516129032,2015
61129834,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129833,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129831,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129830,3,1,Médio Baixo,NA,NA,NA,NA,NA,NA,2015
61132925,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132924,3,1,Baixo,24,0.34615384615384615,0.038461538461538464,0,0.5,0.6153846153846154,2015
61129743,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133319,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133182,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133130,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129765,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132927,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129767,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129764,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129762,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129750,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129753,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129751,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61125571,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61125572,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61125570,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61125569,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61125567,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61125568,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133162,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133312,3,1,Médio,NA,NA,NA,NA,NA,NA,2015
61129896,3,1,Baixo,42,0.2558139534883721,0.3902439024390244,0.1,0.4634146341463415,0.825,2015
61133059,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133241,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132778,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133057,3,1,Baixo,26,0.3333333333333333,0.16,0,0.56,0.72,2015
61132916,3,1,Médio Baixo,46,0.3111111111111111,0.2727272727272727,0.022727272727272728,0.5681818181818182,0.7727272727272727,2015
61132917,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132914,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132915,3,2,Médio Baixo,29,0.25,0.08695652173913043,0,0.5,0.782608695652174,2015
61129907,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132851,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61132695,3,2,Baixo,20,0.15384615384615385,0.35714285714285715,0.16666666666666666,0.4166666666666667,0.7142857142857143,2015
61129908,3,1,Médio Baixo,29,0.17857142857142858,0.23076923076923078,0.32,0.38461538461538464,0.56,2015
61129906,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129902,3,2,Baixo,55,0.2545454545454545,0.14285714285714285,0.01818181818181818,0.4074074074074074,0.6964285714285714,2015
61129904,3,2,Baixo,21,0.3684210526315789,0.09523809523809523,0,0.6190476190476191,0.6666666666666666,2015
61129905,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129901,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129903,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129897,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129900,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129898,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129895,3,2,Baixo,51,0.3958333333333333,0.20408163265306123,0.02127659574468085,0.46808510638297873,0.5510204081632653,2015
61129894,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133058,3,2,Baixo,31,0.2857142857142857,0.13793103448275862,0,0.42857142857142855,0.7142857142857143,2015
61129642,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129639,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133240,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61133334,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133133,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129641,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129645,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129640,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129646,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61133080,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61132922,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129647,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129644,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129637,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129636,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129635,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129627,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129625,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129628,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129629,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129623,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129622,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129631,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129621,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129630,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129632,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129620,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129633,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129643,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129634,3,2,NA,NA,NA,NA,NA,NA,NA,2015
61129626,3,1,NA,NA,NA,NA,NA,NA,NA,2015
61129638,3,1,NA,NA,NA,NA,NA,NA,NA,2015
23168862,3,1,Grupo 2,30,0.1,0.2413793103448276,0.03333333333333333,0.4482758620689655,0.5666666666666667,2017
23168951,3,2,NA,16,0.06666666666666667,0.2,0.06666666666666667,0.35714285714285715,0.8666666666666667,2017
23169001,3,1,Grupo 2,44,0.1,0.34146341463414637,0.04878048780487805,0.5526315789473685,0.6341463414634146,2017
23051710,3,2,NA,16,0.06666666666666667,0.1875,0,0.625,1,2017
23051728,3,2,Grupo 2,17,0.125,0.26666666666666666,0,0.625,0.75,2017
23051744,3,2,NA,15,0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.7857142857142857,2017
23051752,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23051787,3,2,Grupo 2,15,0,0.26666666666666666,0.06666666666666667,0.5,0.9333333333333333,2017
23051906,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23253940,3,1,NA,NA,NA,NA,NA,NA,NA,2017
61229040,3,1,Grupo 2,138,0.08235294117647059,0.4069767441860465,0.03571428571428571,0.43023255813953487,0.8452380952380952,2017
23000074,3,2,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23000104,3,2,NA,13,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.5,0.5,2017
23000147,3,2,Grupo 1,31,0.07142857142857142,0.27586206896551724,0.037037037037037035,0.42857142857142855,0.7241379310344828,2017
23000171,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23000317,3,1,Grupo 3,NA,NA,NA,NA,NA,NA,2017
23000392,3,1,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23000422,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23000449,3,2,Grupo 2,12,0,0.3,0.1,0.4,0.2,2017
23000465,3,2,NA,35,0.0625,0.375,0.0625,0.375,0.8666666666666667,2017
23000473,3,2,Grupo 2,27,0,0.07692307692307693,0.08,0.4230769230769231,0.8461538461538461,2017
23000481,3,2,NA,24,0.041666666666666664,0.25,0.08695652173913043,0.5416666666666666,0.7916666666666666,2017
23000490,3,2,NA,10,0.1,0.1,0.1111111111111111,0.4444444444444444,0.4,2017
23000520,3,1,Grupo 2,35,0.12121212121212122,0.24242424242424243,0.06060606060606061,0.45454545454545453,0.8387096774193549,2017
23000562,3,2,Grupo 2,55,0.02,0.34,0.02040816326530612,0.46,0.6530612244897959,2017
23000570,3,2,Grupo 2,54,0,0.24074074074074073,0.018867924528301886,0.5660377358490566,0.6415094339622641,2017
23000651,3,1,NA,26,0.18181818181818182,0.043478260869565216,0,0.47619047619047616,0.8260869565217391,2017
23000660,3,2,NA,18,0.1111111111111111,0.2777777777777778,0,0.2777777777777778,0.4444444444444444,2017
23000708,3,1,NA,26,0.043478260869565216,0.13636363636363635,0.045454545454545456,0.43478260869565216,0.5,2017
23000791,3,1,Grupo 2,32,0.03571428571428571,0.25925925925925924,0.03571428571428571,0.5,0.7777777777777778,2017
23000830,3,2,Grupo 2,19,0,0.05263157894736842,0,0.1111111111111111,0.8235294117647058,2017
23000910,3,2,Grupo 1,47,0.025,0.11627906976744186,0.125,0.6904761904761905,0.75,2017
23000929,3,2,Grupo 1,NA,NA,NA,NA,NA,NA,2017
23000945,3,2,Grupo 2,20,0.0625,0.1875,0,0.29411764705882354,0.625,2017
23000953,3,2,Grupo 2,42,0.024390243902439025,0.34146341463414637,0.10256410256410256,0.3902439024390244,0.717948717948718,2017
23000988,3,2,NA,13,0,0.14285714285714285,0,0.21428571428571427,0.7857142857142857,2017
23001054,3,1,NA,25,0,0.28,0.04,0.56,0.64,2017
23001070,3,1,Grupo 2,63,0.017543859649122806,0.19298245614035087,0.05357142857142857,0.43859649122807015,0.7321428571428571,2017
23001100,3,2,Grupo 1,20,0.10526315789473684,0.05263157894736842,0,0.5,0.7368421052631579,2017
23176016,3,2,Grupo 2,21,0,0.14285714285714285,0.047619047619047616,0.23809523809523808,0.7,2017
23219610,3,1,Grupo 1,38,0.03125,0.20588235294117646,0,0.36363636363636365,0.7941176470588235,2017
23253215,3,1,Grupo 2,29,0,0.18518518518518517,0.038461538461538464,0.5185185185185185,0.96,2017
23253231,3,1,Grupo 3,82,0.013157894736842105,0.3918918918918919,0.056338028169014086,0.44,0.6805555555555556,2017
23317213,3,1,Grupo 2,65,0.034482758620689655,0.25862068965517243,0.017543859649122806,0.5263157894736842,0.6964285714285714,2017
23111305,3,2,NA,14,0.14285714285714285,0.07142857142857142,0,0.6923076923076923,0.5714285714285714,2017
23111577,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23111674,3,1,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23111810,3,1,Grupo 2,37,0.08333333333333333,0.19444444444444445,0.05714285714285714,0.5555555555555556,0.5588235294117647,2017
23111917,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23111925,3,1,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23111933,3,1,Grupo 2,92,0.021739130434782608,0.40217391304347827,0.07865168539325842,0.5274725274725275,0.6666666666666666,2017
23111984,3,1,Grupo 2,38,0,0.1891891891891892,0.05555555555555555,0.4594594594594595,0.7142857142857143,2017
23111992,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23112042,3,1,Grupo 2,84,0.04938271604938271,0.32098765432098764,0.05263157894736842,0.4,0.6666666666666666,2017
23112115,3,2,NA,14,0.07142857142857142,0.14285714285714285,0,0.35714285714285715,0.5714285714285714,2017
23112204,3,1,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23112360,3,2,NA,26,0.15384615384615385,0.15384615384615385,0,0.64,0.5384615384615384,2017
23112387,3,2,Grupo 1,10,0,0,0,0.3333333333333333,0.4444444444444444,2017
23112638,3,2,Grupo 2,17,0,0,0,0.4375,0.5333333333333333,2017
23112875,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23113090,3,2,Grupo 2,37,0.07894736842105263,0.2222222222222222,0,0.5405405405405406,0.7297297297297297,2017
23113146,3,2,Grupo 1,20,0.05263157894736842,0,0.1,0.5555555555555556,0.5555555555555556,2017
23113359,3,2,Grupo 1,41,0.175,0.18421052631578946,0.05405405405405406,0.4864864864864865,0.3157894736842105,2017
23113979,3,2,NA,12,0.09090909090909091,0.09090909090909091,0,0.45454545454545453,0.8181818181818182,2017
23114070,3,2,Grupo 2,42,0.023255813953488372,0.23255813953488372,0.09302325581395349,0.46511627906976744,0.6904761904761905,2017
23114185,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23114231,3,2,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23114304,3,2,Grupo 2,51,0.0784313725490196,0.23529411764705882,0.08163265306122448,0.45098039215686275,0.6326530612244898,2017
23176571,3,1,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23104228,3,2,NA,10,0,0.1,0.1,0.6,0.5555555555555556,2017
23104414,3,2,Grupo 2,26,NA,NA,NA,NA,NA,2017
23104899,3,2,Grupo 2,NA,NA,NA,NA,NA,NA,2017
23104953,3,1,Grupo 2,103,0.07142857142857142,0.3958333333333333,0.21649484536082475,0.5,0.6595744680851063,2017
23105062,3,2,Grupo 1,10,0,0.09090909090909091,0,0.5454545454545454,0.7272727272727273,2017
23105380,3,2,Grupo 1,29,0.038461538461538464,0.17857142857142858,0.03571428571428571,0.5357142857142857,0.7407407407407407,2017
23105488,3,2,Grupo 2,39,0.05555555555555555,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.8,2017
61200828,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23016868,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23016930,3,1,Grupo 2,134,0.06666666666666667,0.44776119402985076,0.1037037037037037,0.5038167938931297,0.7518796992481203,2017
23016973,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23016990,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23017007,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23017015,3,1,Grupo 3,NA,NA,NA,NA,NA,NA,2017
23017082,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23017244,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23267801,3,2,Grupo 1,NA,NA,NA,NA,NA,NA,2017
23155671,3,1,Grupo 2,84,0,0.40476190476190477,0.07142857142857142,0.35714285714285715,0.7710843373493976,2017
23155744,3,2,NA,12,0.09090909090909091,0.09090909090909091,0,0.5454545454545454,0.8181818181818182,2017
23263768,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23125845,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23126019,3,2,NA,13,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.6923076923076923,0.6923076923076923,2017
23126108,3,2,NA,17,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.47058823529411764,0.5625,2017
23126272,3,1,Grupo 2,93,0.054945054945054944,0.358695652173913,0.08791208791208792,0.43956043956043955,0.5053763440860215,2017
23126400,3,1,Grupo 2,21,0.21052631578947367,0.42105263157894735,0.05263157894736842,0.5789473684210527,0.7368421052631579,2017
23126485,3,2,NA,13,0.08333333333333333,0.4166666666666667,0,0.5,0.4166666666666667,2017
23203510,3,2,NA,11,0,0.1,0,0.45454545454545453,0.5454545454545454,2017
23228237,3,1,Grupo 3,NA,NA,NA,NA,NA,NA,2017
23273232,3,1,NA,21,0.05,0.15,0.05,0.25,0.5,2017
23336013,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23034025,3,2,NA,15,0.13333333333333333,0.125,0,0.1875,0.625,2017
23034114,3,1,NA,31,0.03125,0.21875,0.03333333333333333,0.43333333333333335,0.7419354838709677,2017
23034122,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23034130,3,2,NA,14,0,0,0,0.5454545454545454,0.5,2017
23034165,3,2,NA,13,0,0.2727272727272727,0.3,0.3,0.5454545454545454,2017
23034343,3,2,NA,15,0.18181818181818182,0.3,0.2,0.6,0.3333333333333333,2017
23034378,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23034416,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23034440,3,1,NA,43,0.06976744186046512,0.11627906976744186,0.07142857142857142,0.42857142857142855,0.5609756097560976,2017
23034548,3,2,NA,25,0.041666666666666664,0.043478260869565216,0.08695652173913043,0.6956521739130435,0.6956521739130435,2017
23034564,3,2,NA,20,0,0.05263157894736842,0,0.6842105263157895,0.6666666666666666,2017
23034572,3,2,NA,24,0.13636363636363635,0.14285714285714285,0.047619047619047616,0.42857142857142855,0.6,2017
23034629,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23034742,3,2,NA,13,0.1,0.3,0,0.3,0.75,2017
23034793,3,2,NA,18,0,0.11764705882352941,0,0.47058823529411764,0.5294117647058824,2017
23034823,3,1,NA,19,0.05263157894736842,0.42105263157894735,0.17647058823529413,0.47368421052631576,0.7777777777777778,2017
23034920,3,2,NA,20,0.058823529411764705,0.0625,0,0.5,0.4,2017
23034955,3,1,NA,25,0.05,0.1,0.05555555555555555,0.3,0.7,2017
23034963,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23035013,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23035056,3,2,NA,11,0,0.1,0.1,0.7,0.7,2017
23035080,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23035145,3,1,NA,23,0,0.13043478260869565,0.08695652173913043,0.3333333333333333,0.782608695652174,2017
23035188,3,2,NA,18,0.16666666666666666,0.17647058823529413,0.1111111111111111,0.5,0.8333333333333334,2017
23035200,3,2,NA,18,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.5294117647058824,0.6875,2017
23035226,3,1,NA,14,0.07692307692307693,0,0.07142857142857142,0.5,0.2857142857142857,2017
23035382,3,2,NA,13,0.07692307692307693,0.15384615384615385,0.08333333333333333,0.6923076923076923,0.8461538461538461,2017
23035412,3,1,NA,48,0.08163265306122448,0.16666666666666666,0.08333333333333333,0.5306122448979592,0.7142857142857143,2017
23035455,3,2,NA,23,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.5,0.6666666666666666,2017
23035609,3,2,NA,12,0.18181818181818182,0.18181818181818182,0.1,0.5,0.8181818181818182,2017
23202572,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23202610,3,2,NA,17,0,0.05555555555555555,0,0.5789473684210527,0.5294117647058824,2017
23216336,3,2,NA,13,0.23076923076923078,0.23076923076923078,0.16666666666666666,0.6666666666666666,0.38461538461538464,2017
23227966,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23230193,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23230207,3,2,NA,13,0.16666666666666666,0,0,0.3333333333333333,1,2017
23247282,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23247290,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23247401,3,2,NA,21,0,0.09523809523809523,0,0.6,0.7,2017
23247436,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23441631,3,1,NA,130,0.031496062992125984,0.2631578947368421,0.07086614173228346,0.5503875968992248,0.648854961832061,2017
23494980,3,2,NA,22,0.10526315789473684,0.09523809523809523,0.10526315789473684,0.5238095238095238,0.8571428571428571,2017
61190363,3,2,NA,NA,0.1111111111111111,0.1,0.1,0.3333333333333333,0.7777777777777778,2017
61235036,3,1,NA,49,0.029411764705882353,0.23529411764705882,0.06451612903225806,0.5588235294117647,0.7647058823529411,2017
23145366,3,1,Grupo 2,56,0.10714285714285714,0.2545454545454545,0.05357142857142857,0.5272727272727272,0.5370370370370371,2017
23145447,3,1,Grupo 2,51,0.061224489795918366,0.3673469387755102,0.1,0.5319148936170213,0.68,2017
23044110,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23044209,3,2,NA,18,0.06666666666666667,0,0,0.6666666666666666,0.4666666666666667,2017
23044268,3,2,Grupo 2,21,0.09523809523809523,0.15,0.09523809523809523,0.5714285714285714,0.7,2017
23044462,3,2,Grupo 1,26,0.08,0.04,0,0.625,0.64,2017
23044705,3,2,NA,24,0.13043478260869565,0.21739130434782608,0.13636363636363635,0.47619047619047616,0.625,2017
23229691,3,1,Grupo 2,94,0.023529411764705882,0.23863636363636365,0.06976744186046512,0.4069767441860465,0.686046511627907,2017
23060905,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23060956,3,1,NA,17,0.25,0.6470588235294118,0.2,0.7647058823529411,0.6470588235294118,2017
23060999,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061022,3,1,NA,170,0.04487179487179487,0.44370860927152317,0.10135135135135136,0.5266666666666666,0.5945945945945946,2017
23061049,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061057,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061073,3,1,NA,47,0.1,0.3333333333333333,0.02631578947368421,0.4878048780487805,0.7317073170731707,2017
23061081,3,2,NA,28,0.11538461538461539,0.6153846153846154,0.16,0.52,0.76,2017
23061146,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23061162,3,2,NA,26,0.07692307692307693,0.15384615384615385,0,0.4230769230769231,0.68,2017
23061189,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061197,3,2,NA,28,0.09090909090909091,0.16666666666666666,0,0.5,0.7391304347826086,2017
23061251,3,1,NA,44,0.09302325581395349,0.3488372093023256,0.047619047619047616,0.5365853658536586,0.6829268292682927,2017
23061278,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061294,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061413,3,2,NA,NA,NA,NA,NA,NA,NA,2017
23061430,3,1,NA,85,0.05194805194805195,0.2236842105263158,0.04,0.5,0.6933333333333334,2017
23061448,3,2,NA,37,0.02857142857142857,0.2972972972972973,0.05714285714285714,0.5142857142857142,0.7837837837837838,2017
23061618,3,1,NA,64,0.04918032786885246,0.203125,0.09375,0.5161290322580645,0.746031746031746,2017
23061626,3,1,NA,NA,NA,NA,NA,NA,NA,2017
23061634,3,1,NA,NA,NA,NA,NA,NA,NA,2017
