ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,NIVEL_SOCIO_ECONOMICO,NU_MATRICULADOS_CENSO_9EF,reprovacao,carro,superior,porc_sexo_masc,porc_cor_prePar
23061081,3,2,Grupo 3,23,0.26666666666666666,0.35294117647058826,0,0.5625,0.8125
23061073,3,1,Grupo 3,47,0.4838709677419355,0.21428571428571427,0.06666666666666667,0.47058823529411764,0.6666666666666666
23061049,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23061022,3,1,Grupo 4,185,0.42073170731707316,0.34375,0.0875,0.3630573248407643,0.7323943661971831
23060999,3,2,Grupo 3,45,0.41304347826086957,0.1956521739130435,0.022222222222222223,0.5555555555555556,0.6222222222222222
23060905,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23061448,3,2,Grupo 3,45,0.4,0.4222222222222222,0.023255813953488372,0.45454545454545453,0.631578947368421
23564385,3,2,Grupo 3,40,0.21428571428571427,0.35714285714285715,0.07692307692307693,0.2631578947368421,0.7647058823529411
23248750,3,1,Grupo 4,NA,NA,NA,NA,NA,NA
23204150,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23061910,3,2,Grupo 2,25,0.6190476190476191,0.14285714285714285,0,0.42857142857142855,1
23061855,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23061847,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23061804,3,1,Grupo 3,68,0.4166666666666667,0.2542372881355932,0.04918032786885246,0.5344827586206896,0.673469387755102
23061790,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23061774,3,1,Grupo 3,70,0.2714285714285714,0.2571428571428571,0.0784313725490196,0.37142857142857144,0.6811594202898551
23061758,3,2,Grupo 4,NA,NA,NA,NA,NA,NA
23462132,3,1,Grupo 4,110,0.3619047619047619,0.29245283018867924,0.2823529411764706,0.47619047619047616,0.660377358490566
23202947,3,1,Grupo 4,NA,NA,NA,NA,NA,NA
23202840,3,1,Grupo 3,24,0.8571428571428571,0.10526315789473684,0.05,0.4375,0.6666666666666666
23202831,3,2,Grupo 4,27,0.7083333333333334,0.08,0.04,0.782608695652174,0.64
23124687,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23124555,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23124539,3,1,Grupo 3,24,0.8888888888888888,0.17647058823529413,0.14285714285714285,0.5,0.6666666666666666
23124474,3,1,Grupo 3,42,0.5151515151515151,0.34375,0.030303030303030304,0.4411764705882353,0.6666666666666666
23124601,3,1,Grupo 3,117,0.32038834951456313,0.43119266055045874,0.1348314606741573,0.4722222222222222,0.5818181818181818
23124423,3,2,Grupo 2,20,0.7857142857142857,0.1875,0,0.875,0.7777777777777778
23124377,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23124369,3,1,Grupo 4,NA,NA,NA,NA,NA,NA
23124300,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23202866,3,1,Grupo 3,35,0.7096774193548387,0.25806451612903225,0.038461538461538464,0.6428571428571429,0.6470588235294118
23124229,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23124199,3,2,Grupo 3,22,0.5263157894736842,0.21052631578947367,0.05263157894736842,0.6875,0.631578947368421
23124113,3,1,Grupo 3,64,0.5344827586206896,0.29310344827586204,0.06779661016949153,0.5263157894736842,0.6
23124083,3,2,Grupo 2,25,0.8235294117647058,0.1111111111111111,0,0.25,0.5882352941176471
23124075,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23124024,3,2,Grupo 2,36,0.5333333333333333,0.18518518518518517,0,0.48148148148148145,0.8076923076923077
23248912,3,1,Grupo 3,43,0.16216216216216217,0.2,0.08333333333333333,0.6,0.6285714285714286
23178221,3,2,Grupo 2,36,0.4411764705882353,0.14705882352941177,0.22727272727272727,0.45454545454545453,0.8
23052511,3,2,Grupo 3,28,0.5555555555555556,0.21428571428571427,0.10714285714285714,0.5,0.7857142857142857
23269740,3,1,Grupo 3,33,0.2857142857142857,0.10714285714285714,0.05263157894736842,0.4444444444444444,0.6428571428571429
23052368,3,2,Grupo 3,33,0.5151515151515151,0.14705882352941177,0,0.5588235294117647,0.7272727272727273
23052350,3,2,Grupo 2,29,0.25,0.08333333333333333,0.08333333333333333,0.52,0.7083333333333334
23052287,3,1,Grupo 3,26,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.38095238095238093,0.6956521739130435
23052279,3,1,Grupo 3,65,0.2698412698412698,0.28125,0.2,0.4827586206896552,0.6808510638297872
23052104,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23177071,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23084952,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23084847,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23084804,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23084766,3,1,Grupo 3,33,0.6666666666666666,0.06060606060606061,0.12121212121212122,0.5,0.8333333333333334
23084707,3,1,Grupo 3,81,0.3373493975903614,0.14457831325301204,0.024096385542168676,0.3902439024390244,0.6829268292682927
23084685,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23211040,3,1,Grupo 2,128,0.5210084033613446,0.2288135593220339,0.047619047619047616,0.4482758620689655,0.646551724137931
23461918,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23152133,3,1,Grupo 1,38,0.21212121212121213,0.14285714285714285,0.09090909090909091,0.3142857142857143,0.9428571428571428
23152095,3,2,Grupo 1,40,0.5277777777777778,0.3611111111111111,0,0.3939393939393939,0.6842105263157895
23152060,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23152036,3,1,Grupo 2,79,0.35714285714285715,0.21333333333333335,0.03278688524590164,0.39473684210526316,0.4605263157894737
23151994,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23151889,3,1,Grupo 2,26,0.45,0.1,0.047619047619047616,0.5652173913043478,0.5
23151773,3,1,Grupo 2,24,0.28,0.25,0.1111111111111111,0.5416666666666666,0.75
23178329,3,2,Grupo 3,32,0.34375,0.3125,0.06060606060606061,0.71875,0.5
23197820,3,1,Grupo 3,71,0.19117647058823528,0.22857142857142856,0.12698412698412698,0.4090909090909091,0.803030303030303
23053046,3,2,Grupo 2,21,0.5555555555555556,0.05,0,0.8421052631578947,0.85
23052996,3,2,Grupo 2,34,0.18181818181818182,0.125,0.03125,0.5,0.65625
23052945,3,2,Grupo 2,53,0.27450980392156865,0.1,0.03571428571428571,0.38,0.68
23052813,3,2,Grupo 2,25,0.19230769230769232,0.15384615384615385,0,0.4230769230769231,0.6923076923076923
23052783,3,2,Grupo 2,20,0.3333333333333333,0.05555555555555555,0,0.8235294117647058,0.3888888888888889
23052740,3,2,Grupo 2,22,0.23809523809523808,0.09523809523809523,0.09523809523809523,0.5714285714285714,0.75
23105810,3,1,Grupo 3,84,0.33962264150943394,0.1323529411764706,0.10909090909090909,0.5333333333333333,0.6764705882352942
23105780,3,2,Grupo 2,33,0.32142857142857145,0.10714285714285714,0.07142857142857142,0.42857142857142855,0.5357142857142857
23105704,3,2,Grupo 2,20,0.45,0.15789473684210525,0.2727272727272727,0.7894736842105263,0.45
23250976,3,1,Grupo 3,200,0.3645833333333333,0.109375,0.058823529411764705,0.5,0.4913294797687861
23153083,3,1,Grupo 1,48,0.2962962962962963,0.07407407407407407,0.05263157894736842,0.6,0.6551724137931034
23153059,3,2,Grupo 1,20,0.2631578947368421,0.05,0.05,0.5263157894736842,0.65
23152877,3,2,Grupo 1,66,0.4262295081967213,0.11475409836065574,0.16129032258064516,0.4603174603174603,0.4918032786885246
23153067,3,1,Grupo 2,34,0.029411764705882353,0.058823529411764705,0.05,0.35294117647058826,0.6176470588235294
23152699,3,1,Grupo 2,31,0.25,0.13333333333333333,0.038461538461538464,0.3793103448275862,0.4583333333333333
23152532,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23152192,3,2,Grupo 1,48,0.43243243243243246,0,0,0.5526315789473685,0.3888888888888889
23152184,3,1,Grupo 1,NA,NA,NA,NA,NA,NA
23242418,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23229047,3,1,Grupo 3,39,0.8285714285714286,0.2222222222222222,0.08571428571428572,0.4444444444444444,0.6111111111111112
23158816,3,1,Grupo 2,69,0.6825396825396826,0,0.022222222222222223,0.421875,0.6190476190476191
23211032,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23158727,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23158530,3,1,Grupo 2,30,0.8275862068965517,0.06896551724137931,0,0.4827586206896552,0.6896551724137931
23158212,3,2,Grupo 2,20,0.7222222222222222,0.05555555555555555,0,0.35294117647058826,0.5555555555555556
23158158,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23218240,3,1,Grupo 3,41,0.34285714285714286,0.08108108108108109,0.06896551724137931,0.4444444444444444,0.7027027027027027
23149477,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23149302,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23195797,3,1,Grupo 2,29,0.44,0.11538461538461539,0.125,0.5,0.5769230769230769
23095849,3,2,Grupo 2,29,0.37037037037037035,0.2222222222222222,0.037037037037037035,0.5185185185185185,0.6428571428571429
23095792,3,1,Grupo 4,NA,NA,NA,NA,NA,NA
23095776,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23095571,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23095504,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23095300,3,1,Grupo 3,98,0.38095238095238093,0.18823529411764706,0.1,0.449438202247191,0.6477272727272727
23095164,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23162104,3,2,Grupo 2,28,0.3333333333333333,0.10344827586206896,0.07142857142857142,0.4,0.8275862068965517
23275014,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23232528,3,1,Grupo 3,74,0.1044776119402985,0.13043478260869565,0.057971014492753624,0.3389830508474576,0.5769230769230769
23162295,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23162279,3,1,Grupo 3,38,0.2777777777777778,0.2,0.027777777777777776,0.6060606060606061,0.7692307692307693
23162236,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23162163,3,2,Grupo 3,26,0.36363636363636365,0.21739130434782608,0,0.5416666666666666,0.75
23162112,3,1,Grupo 4,158,0.25,0.27450980392156865,0.125,0.46308724832214765,0.7326732673267327
23162090,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23162074,3,2,Grupo 3,22,0.2727272727272727,0.18181818181818182,0.047619047619047616,0.38095238095238093,0.8181818181818182
23162066,3,1,Grupo 3,45,0.2978723404255319,0.19148936170212766,0.1111111111111111,0.40425531914893614,0.7659574468085106
23162031,3,2,Grupo 3,25,0.4166666666666667,0.08333333333333333,0,0.6666666666666666,0.6521739130434783
23162023,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23161990,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23161930,3,1,Grupo 4,NA,NA,NA,NA,NA,NA
23161825,3,1,Grupo 3,54,0.2777777777777778,0.16363636363636364,0.16666666666666666,0.4230769230769231,0.8
23161787,3,1,Grupo 3,40,0.4146341463414634,0.23809523809523808,0.09523809523809523,0.6097560975609756,0.625
23161779,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23161752,3,1,Grupo 3,27,0.1111111111111111,0.2962962962962963,0.18518518518518517,0.5555555555555556,0.7777777777777778
23161710,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23161655,3,1,Grupo 3,23,0.18181818181818182,0.42857142857142855,0,0.5,0.7272727272727273
23161647,3,2,Grupo 2,24,0.3181818181818182,0.18181818181818182,0.09523809523809523,0.5909090909090909,0.7727272727272727
23192003,3,1,Grupo 3,38,0.17142857142857143,0.1891891891891892,0.14285714285714285,0.3888888888888889,0.7894736842105263
23200545,3,1,Grupo 3,159,0.36666666666666664,0.20915032679738563,0.045454545454545456,0.5064935064935064,0.7612903225806451
23057432,3,1,Grupo 2,32,0.5,0.23333333333333334,0.1724137931034483,0.4482758620689655,0.7096774193548387
23057378,3,1,Grupo 3,47,0.3023255813953488,0.43478260869565216,0.07142857142857142,0.5116279069767442,0.8181818181818182
23057246,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23057220,3,2,Grupo 3,36,0.34285714285714286,0.1891891891891892,0.05405405405405406,0.5757575757575758,0.7619047619047619
23057211,3,2,Grupo 2,35,0.5333333333333333,0.4,0.10344827586206896,0.5666666666666667,0.7096774193548387
23057130,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23250267,3,1,Grupo 3,38,0.34375,0.09090909090909091,0.06060606060606061,0.375,0.782608695652174
23211431,3,1,Grupo 3,25,0.47058823529411764,0.1,0,0.38095238095238093,0.47619047619047616
23159960,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23160020,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23159952,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23159820,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23159650,3,2,Grupo 2,20,0.42105263157894735,0.2631578947368421,0.10526315789473684,0.4444444444444444,0.3333333333333333
23159642,3,1,Grupo 3,20,0.47058823529411764,0.23529411764705882,0,0.5555555555555556,0.6666666666666666
23159634,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23159138,3,1,Grupo 2,42,0.5428571428571428,0.16666666666666666,0.08333333333333333,0.5714285714285714,0.8333333333333334
23001739,3,1,Grupo 2,75,0.4931506849315068,0.12857142857142856,0.08695652173913043,0.5079365079365079,0.7962962962962963
23001704,3,1,Grupo 1,72,0.4444444444444444,0.08196721311475409,0.024390243902439025,0.6031746031746031,0.703125
23001631,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23001410,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23001712,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23001232,3,1,Grupo 2,199,0.34782608695652173,0.11538461538461539,0.06779661016949153,0.5168539325842697,0.7374301675977654
23001178,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23224550,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23222727,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23053798,3,2,Grupo 3,23,0.5714285714285714,0.2,0,0.45,0.47619047619047616
23053771,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23053704,3,1,Grupo 3,NA,NA,NA,NA,NA,NA
23053623,3,2,Grupo 3,21,0.7647058823529411,0.17647058823529413,0.0625,0.47058823529411764,0.7058823529411765
23053372,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23053348,3,1,Grupo 3,209,0.5953757225433526,0.08771929824561403,0.01818181818181818,0.49101796407185627,0.7397260273972602
23059583,3,2,Grupo 2,20,0.35,0.1,0.05,0.35,0.65
23207345,3,1,Grupo 3,26,0.16,0.28,0.04,0.48,0.5555555555555556
23207370,3,1,Grupo 3,97,0.34523809523809523,0.3764705882352941,0.03614457831325301,0.4880952380952381,0.7294117647058823
23207337,3,1,Grupo 2,40,0.3611111111111111,0.32432432432432434,0.027777777777777776,0.5405405405405406,0.5277777777777778
23204206,3,1,Grupo 4,117,0.2909090909090909,0.3508771929824561,0.10526315789473684,0.4690265486725664,0.4205607476635514
23059664,3,2,Grupo 3,NA,NA,NA,NA,NA,NA
23059532,3,2,Grupo 2,34,0.12121212121212122,0.24242424242424243,0.03125,0.45454545454545453,0.71875
23059303,3,2,Grupo 2,22,0.5555555555555556,0.3333333333333333,0.05555555555555555,0.5,0.4444444444444444
23059273,3,2,Grupo 3,20,0.38095238095238093,0.5238095238095238,0,0.4,0.4
23059265,3,1,Grupo 3,30,0.4482758620689655,0.2857142857142857,0.10714285714285714,0.5357142857142857,0.75
23059184,3,2,Grupo 2,25,0.375,0.19230769230769232,0.5,0.7037037037037037,0.5384615384615384
23059133,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23059079,3,2,Grupo 2,24,0.43478260869565216,0.30434782608695654,0,0.34782608695652173,0.782608695652174
23058960,3,1,Grupo 3,69,0.2857142857142857,0.14285714285714285,0.07936507936507936,0.5238095238095238,0.7619047619047619
23058919,3,1,Grupo 3,29,0.44,0.44,0.038461538461538464,0.52,0.5769230769230769
23058765,3,2,Grupo 2,20,0.4,0.3,0,0.5,0.65
23058692,3,2,Grupo 3,36,0.4,0.3142857142857143,0.02857142857142857,0.3333333333333333,0.7941176470588235
23058668,3,2,Grupo 3,44,0.21428571428571427,0.18604651162790697,0.023255813953488372,0.3333333333333333,0.7441860465116279
23058617,3,2,Grupo 3,69,0.31746031746031744,0.31746031746031744,0.14285714285714285,0.4915254237288136,0.6756756756756757
23058609,3,2,Grupo 3,37,0.16666666666666666,0.13333333333333333,0.03333333333333333,0.4230769230769231,0.875
23058579,3,2,Grupo 3,29,0.32142857142857145,0.21428571428571427,0.07142857142857142,0.25,0.7857142857142857
23058536,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23058455,3,2,Grupo 3,29,0.41379310344827586,0.10714285714285714,0,0.5,0.6428571428571429
23002107,3,2,Grupo 2,NA,NA,NA,NA,NA,NA
23002417,3,2,Grupo 1,28,0.3333333333333333,0.125,0.05,0.5416666666666666,0.64
23002409,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23002360,3,2,Grupo 2,26,0.34782608695652173,0.13043478260869565,0.045454545454545456,0.65,0.3333333333333333
23002298,3,2,Grupo 1,21,0.35294117647058826,0.05555555555555555,0.23529411764705882,0.631578947368421,0.7894736842105263
23002182,3,2,Grupo 1,NA,NA,NA,NA,NA,NA
23002131,3,1,Grupo 1,20,0.4666666666666667,0.125,0,0.375,0.625
23002123,3,1,Grupo 2,26,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.32142857142857145,0.7857142857142857
23002077,3,1,Grupo 2,NA,NA,NA,NA,NA,NA
23002000,3,1,Grupo 3,48,0.24444444444444444,0.18604651162790697,0.09090909090909091,0.4772727272727273,0.5
